"ENSEMBL","ENTREZID"
"ENSG00000124882","2069"
"ENSG00000116871","55700"
"ENSG00000090006","8425"
"ENSG00000274641","8348"
"ENSG00000165030","4783"
"ENSG00000197238","8363"
"ENSG00000130164","3949"
"ENSG00000280498","692073"
"ENSG00000125148","4502"
"ENSG00000197061","8364"
"ENSG00000185278","84614"
"ENSG00000196428","9819"
"ENSG00000189144","126231"
"ENSG00000197111","5094"
"ENSG00000276027","267010"
"ENSG00000134531","2012"
"ENSG00000165006","51271"
"ENSG00000207165","26778"
"ENSG00000168994","221749"
"ENSG00000151490","5800"
"ENSG00000199347","26829"
"ENSG00000277194","9304"
"ENSG00000066279","259266"
"ENSG00000204256","6046"
"ENSG00000155090","7071"
"ENSG00000120738","1958"
"ENSG00000130522","3727"
"ENSG00000199631","26818"
"ENSG00000196664","51284"
"ENSG00000105967","22797"
"ENSG00000196787","8969"
"ENSG00000196182","83931"
"ENSG00000140749","10261"
"ENSG00000070423","55658"
"ENSG00000198346","126017"
"ENSG00000136826","9314"
"ENSG00000277985","26781"
"ENSG00000102103","10084"
"ENSG00000206597","692158"
"ENSG00000252316","6086"
"ENSG00000152749","160897"
"ENSG00000248333","984"
"ENSG00000212443","677832"
"ENSG00000221867","4102"
"ENSG00000221867","4105"
"ENSG00000275221","8330"
"ENSG00000067082","1316"
"ENSG00000221420","677847"
"ENSG00000116127","7840"
"ENSG00000281000","780854"
"ENSG00000196091","4604"
"ENSG00000221676","100151684"
"ENSG00000206811","574042"
"ENSG00000100906","4792"
"ENSG00000177733","10949"
"ENSG00000177606","3725"
"ENSG00000168066","7536"
"ENSG00000206634","677807"
"ENSG00000238917","652966"
"ENSG00000277494","338328"
"ENSG00000197714","10794"
"ENSG00000022840","9921"
"ENSG00000197782","284323"
"ENSG00000117724","1063"
"ENSG00000212402","677841"
"ENSG00000101421","128866"
"ENSG00000275994","677809"
"ENSG00000207392","677806"
"ENSG00000173812","10209"
"ENSG00000133874","79845"
"ENSG00000207475","677823"
"ENSG00000180257","125893"
"ENSG00000123338","3071"
"ENSG00000060138","8531"
"ENSG00000121486","81627"
"ENSG00000162783","51278"
"ENSG00000131759","5914"
"ENSG00000048707","55187"
"ENSG00000139112","23710"
"ENSG00000221491","677815"
"ENSG00000200816","677820"
"ENSG00000286019","100996763"
"ENSG00000210825","677822"
"ENSG00000177272","3738"
"ENSG00000152332","127933"
"ENSG00000007908","6401"
"ENSG00000150637","10666"
"ENSG00000173039","5970"
"ENSG00000196531","4666"
"ENSG00000207496","619563"
"ENSG00000222489","109616976"
"ENSG00000129317","83448"
"ENSG00000207181","677802"
"ENSG00000108107","6158"
"ENSG00000206838","654319"
"ENSG00000131669","4814"
"ENSG00000267322","677769"
"ENSG00000267322","103091864"
"ENSG00000199293","619505"
"ENSG00000278705","8366"
"ENSG00000202252","85389"
"ENSG00000197056","79830"
"ENSG00000207008","677833"
"ENSG00000278588","8346"
"ENSG00000226777","9834"
"ENSG00000184557","9021"
"ENSG00000277157","8360"
"ENSG00000286522","8358"
"ENSG00000185236","9230"
"ENSG00000212464","677800"
"ENSG00000199785","619565"
"ENSG00000225091","26777"
"ENSG00000252947","677774"
"ENSG00000183808","389677"
"ENSG00000181450","339500"
"ENSG00000207405","26784"
"ENSG00000105722","2077"
"ENSG00000200354","677840"
"ENSG00000187790","57697"
"ENSG00000104897","8175"
"ENSG00000134107","8553"
"ENSG00000188167","643853"
"ENSG00000201302","26783"
"ENSG00000137812","57082"
"ENSG00000166579","81565"
"ENSG00000256338","22970"
"ENSG00000163728","151613"
"ENSG00000163823","1230"
"ENSG00000183023","6546"
"ENSG00000124216","6615"
"ENSG00000247828","100505894"
"ENSG00000129467","196883"
"ENSG00000197279","7718"
"ENSG00000274997","85235"
"ENSG00000199673","595097"
"ENSG00000068028","11186"
"ENSG00000108691","6347"
"ENSG00000200913","94161"
"ENSG00000197837","121504"
"ENSG00000101003","9837"
"ENSG00000253051","109616966"
"ENSG00000239039","692084"
"ENSG00000143971","54465"
"ENSG00000089486","29965"
"ENSG00000116273","148479"
"ENSG00000207233","677819"
"ENSG00000200983","619562"
"ENSG00000118193","9928"
"ENSG00000120280","80231"
"ENSG00000128283","11135"
"ENSG00000186130","10773"
"ENSG00000166004","85459"
"ENSG00000245164","100130231"
"ENSG00000009790","80342"
"ENSG00000139618","675"
"ENSG00000185130","8340"
"ENSG00000202363","6044"
"ENSG00000113569","9631"
"ENSG00000128815","57705"
"ENSG00000177283","8325"
"ENSG00000158406","8365"
"ENSG00000075539","285527"
"ENSG00000167208","124460"
"ENSG00000162063","899"
"ENSG00000089682","55285"
"ENSG00000130300","83483"
"ENSG00000275143","677781"
"ENSG00000187626","387032"
"ENSG00000038945","4481"
"ENSG00000196981","54554"
"ENSG00000197409","8351"
"ENSG00000200394","100124536"
"ENSG00000187479","387763"
"ENSG00000123358","3164"
"ENSG00000199477","677814"
"ENSG00000286219","100996717"
"ENSG00000277918","124904616"
"ENSG00000221869","1052"
"ENSG00000185658","54014"
"ENSG00000196227","63939"
"ENSG00000233927","6234"
"ENSG00000177853","9849"
"ENSG00000130222","10912"
"ENSG00000105327","27113"
"ENSG00000234444","728927"
"ENSG00000107372","7763"
"ENSG00000181773","2827"
"ENSG00000207344","109616965"
"ENSG00000161835","160622"
"ENSG00000291127","645784"
"ENSG00000111676","1822"
"ENSG00000105559","57664"
"ENSG00000160888","9592"
"ENSG00000099917","51586"
"ENSG00000197153","8356"
"ENSG00000175390","8665"
"ENSG00000213398","3931"
"ENSG00000273544","677825"
"ENSG00000207088","677797"
"ENSG00000125931","4435"
"ENSG00000072163","55679"
"ENSG00000111912","135112"
"ENSG00000135838","80896"
"ENSG00000275379","8354"
"ENSG00000104695","5516"
"ENSG00000207067","26775"
"ENSG00000184271","5463"
"ENSG00000208892","677829"
"ENSG00000100354","23112"
"ENSG00000200792","677846"
"ENSG00000208772","692225"
"ENSG00000185883","527"
"ENSG00000206760","574040"
"ENSG00000199990","56664"
"ENSG00000130175","5589"
"ENSG00000270722","124904619"
"ENSG00000154734","9510"
"ENSG00000291237","6648"
"ENSG00000120705","2107"
"ENSG00000286071","105373170"
"ENSG00000203811","126961"
"ENSG00000000460","55732"
"ENSG00000051341","10721"
"ENSG00000120784","22835"
"ENSG00000258227","23601"
"ENSG00000167232","7644"
"ENSG00000205362","4489"
"ENSG00000126860","2123"
"ENSG00000159840","7791"
"ENSG00000115514","10190"
"ENSG00000183530","253143"
"ENSG00000081237","5788"
"ENSG00000127989","7978"
"ENSG00000134516","1794"
"ENSG00000124279","79072"
"ENSG00000212135","692108"
"ENSG00000182087","91304"
"ENSG00000101639","55125"
"ENSG00000134070","3656"
"ENSG00000207051","619499"
"ENSG00000105321","26093"
"ENSG00000132535","1742"
"ENSG00000225783","440823"
"ENSG00000133302","84250"
"ENSG00000200959","26821"
"ENSG00000115474","3769"
"ENSG00000119147","84417"
"ENSG00000249709","163050"
"ENSG00000125245","2841"
"ENSG00000127081","83744"
"ENSG00000050327","7984"
"ENSG00000105287","25865"
"ENSG00000197629","219972"
"ENSG00000276368","8331"
"ENSG00000198482","388558"
"ENSG00000115364","9801"
"ENSG00000283958","100302143"
"ENSG00000126705","27245"
"ENSG00000196890","128312"
"ENSG00000174130","10333"
"ENSG00000148339","114789"
"ENSG00000067334","30836"
"ENSG00000215156","124906495"
"ENSG00000215156","124906497"
"ENSG00000090339","3383"
"ENSG00000146457","9589"
"ENSG00000204389","3303"
"ENSG00000164318","133584"
"ENSG00000167562","55762"
"ENSG00000151748","60485"
"ENSG00000162630","8707"
"ENSG00000120896","10174"
"ENSG00000072694","2213"
"ENSG00000275714","8350"
"ENSG00000174444","6124"
"ENSG00000110700","6207"
"ENSG00000135631","26056"
"ENSG00000277887","677842"
"ENSG00000277775","8968"
"ENSG00000277075","3012"
"ENSG00000201457","677834"
"ENSG00000213020","81856"
"ENSG00000100266","11252"
"ENSG00000172209","2845"
"ENSG00000200463","727676"
"ENSG00000198576","23237"
"ENSG00000249850","646723"
"ENSG00000145113","4585"
"ENSG00000197063","4097"
"ENSG00000264346","109617010"
"ENSG00000163606","131450"
"ENSG00000202198","125050"
"ENSG00000260034","100506655"
"ENSG00000135976","375248"
"ENSG00000167182","6668"
"ENSG00000113916","604"
"ENSG00000158246","115572"
"ENSG00000160131","203547"
"ENSG00000175505","23529"
"ENSG00000254634","100422558"
"ENSG00000181649","7262"
"ENSG00000136854","6812"
"ENSG00000113441","4012"
"ENSG00000119630","5228"
"ENSG00000197019","29950"
"ENSG00000176124","10301"
"ENSG00000176124","100874074"
"ENSG00000181847","201633"
"ENSG00000197299","641"
"ENSG00000159335","5763"
"ENSG00000231607","8847"
"ENSG00000153443","124402"
"ENSG00000138964","64098"
"ENSG00000131508","7322"
"ENSG00000120709","51307"
"ENSG00000120709","100128966"
"ENSG00000130811","8666"
"ENSG00000256294","7768"
"ENSG00000011243","26993"
"ENSG00000273983","8355"
"ENSG00000208308","109616967"
"ENSG00000200785","319103"
"ENSG00000177058","153129"
"ENSG00000145283","345274"
"ENSG00000119547","9480"
"ENSG00000169246","23117"
"ENSG00000139289","22822"
"ENSG00000113088","3003"
"ENSG00000225830","2074"
"ENSG00000196136","12"
"ENSG00000132823","51526"
"ENSG00000166441","6157"
"ENSG00000169679","699"
"ENSG00000197779","347344"
"ENSG00000198517","7975"
"ENSG00000238835","677765"
"ENSG00000183696","7378"
"ENSG00000171848","6241"
"ENSG00000157557","2114"
"ENSG00000101307","10326"
"ENSG00000168876","54851"
"ENSG00000108551","51655"
"ENSG00000196850","160760"
"ENSG00000281103","100506776"
"ENSG00000221716","677799"
"ENSG00000250742","400043"
"ENSG00000162413","9903"
"ENSG00000077150","4791"
"ENSG00000163132","4487"
"ENSG00000196843","10865"
"ENSG00000122122","54440"
"ENSG00000154451","115362"
"ENSG00000276410","3018"
"ENSG00000239183","100124534"
"ENSG00000104722","4741"
"ENSG00000146278","10957"
"ENSG00000110077","64231"
"ENSG00000008405","1407"
"ENSG00000159200","1827"
"ENSG00000082074","2533"
"ENSG00000198924","9937"
"ENSG00000167984","197358"
"ENSG00000184009","71"
"ENSG00000132510","23135"
"ENSG00000047621","57102"
"ENSG00000264229","100151683"
"ENSG00000263776","619568"
"ENSG00000275713","8345"
"ENSG00000164938","94241"
"ENSG00000150977","196383"
"ENSG00000197976","8227"
"ENSG00000292343","8227"
"ENSG00000145777","85480"
"ENSG00000230590","100302692"
"ENSG00000109321","374"
"ENSG00000197483","89887"
"ENSG00000128272","468"
"ENSG00000172602","27289"
"ENSG00000186871","54821"
"ENSG00000139133","84920"
"ENSG00000169032","5604"
"ENSG00000207145","677805"
"ENSG00000068323","7030"
"ENSG00000274618","8361"
"ENSG00000075785","7879"
"ENSG00000200534","594839"
"ENSG00000113575","5515"
"ENSG00000198464","147657"
"ENSG00000132002","3337"
"ENSG00000108774","5878"
"ENSG00000185862","2124"
"ENSG00000161929","388325"
"ENSG00000233757","344065"
"ENSG00000278637","8359"
"ENSG00000149311","472"
"ENSG00000104081","90427"
"ENSG00000139631","51380"
"ENSG00000265142","102723167"
"ENSG00000106366","5054"
"ENSG00000103494","23322"
"ENSG00000181631","53829"
"ENSG00000130544","79230"
"ENSG00000116205","127428"
"ENSG00000185811","10320"
"ENSG00000006712","54623"
"ENSG00000139722","79720"
"ENSG00000173801","3728"
"ENSG00000121903","7579"
"ENSG00000212588","677810"
"ENSG00000183850","100129543"
"ENSG00000272533","677811"
"ENSG00000024526","55635"
"ENSG00000110107","27339"
"ENSG00000201229","109616971"
"ENSG00000163563","4332"
"ENSG00000182107","161291"
"ENSG00000241560","100131117"
"ENSG00000187474","2359"
"ENSG00000138246","23317"
"ENSG00000152284","83439"
"ENSG00000273802","8339"
"ENSG00000105656","8178"
"ENSG00000188033","57474"
"ENSG00000110104","79080"
"ENSG00000149480","9219"
"ENSG00000143546","6279"
"ENSG00000203747","2214"
"ENSG00000173530","8793"
"ENSG00000120370","92344"
"ENSG00000162739","114836"
"ENSG00000109220","26511"
"ENSG00000171657","27197"
"ENSG00000145649","3001"
"ENSG00000177301","3737"
"ENSG00000056277","55609"
"ENSG00000169733","5986"
"ENSG00000101916","51311"
"ENSG00000115053","4691"
"ENSG00000102384","2491"
"ENSG00000080986","10403"
"ENSG00000153767","2960"
"ENSG00000166501","5579"
"ENSG00000148337","25792"
"ENSG00000184992","140707"
"ENSG00000282164","359809"
"ENSG00000201654","101954275"
"ENSG00000202337","101954278"
"ENSG00000068354","4943"
"ENSG00000130528","3270"
"ENSG00000100941","5411"
"ENSG00000186468","6228"
"ENSG00000171448","57684"
"ENSG00000105514","9545"
"ENSG00000232810","7124"
"ENSG00000148841","85450"
"ENSG00000138463","84925"
"ENSG00000000457","57147"
"ENSG00000142731","10733"
"ENSG00000146112","170954"
"ENSG00000146112","107987457"
"ENSG00000166592","6236"
"ENSG00000143384","4170"
"ENSG00000143384","574406"
"ENSG00000126861","4974"
"ENSG00000126861","101927057"
"ENSG00000132326","8864"
"ENSG00000105373","29997"
"ENSG00000170345","2353"
"ENSG00000240583","358"
"ENSG00000165168","1536"
"ENSG00000174749","132720"
"ENSG00000117425","8643"
"ENSG00000085224","546"
"ENSG00000182324","3770"
"ENSG00000105750","7639"
"ENSG00000278463","8335"
"ENSG00000204388","3304"
"ENSG00000206633","100302743"
"ENSG00000274536","115891964"
"ENSG00000143297","83416"
"ENSG00000276409","6358"
"ENSG00000277184","677798"
"ENSG00000160229","7617"
"ENSG00000278274","677838"
"ENSG00000171199","58503"
"ENSG00000177426","7050"
"ENSG00000196659","150737"
"ENSG00000130518","80726"
"ENSG00000068745","51447"
"ENSG00000287080","8352"
"ENSG00000232884","105372738"
"ENSG00000261052","6818"
"ENSG00000261052","124907837"
"ENSG00000215301","1654"
"ENSG00000160654","917"
"ENSG00000276023","11072"
"ENSG00000169203","440353"
"ENSG00000145741","689"
"ENSG00000209480","116938"
"ENSG00000187037","353345"
"ENSG00000156738","931"
"ENSG00000135390","517"
"ENSG00000206941","6079"
"ENSG00000201403","85388"
"ENSG00000148175","2040"
"ENSG00000142867","8915"
"ENSG00000206680","6083"
"ENSG00000201675","26819"
"ENSG00000256188","259293"
"ENSG00000146192","221472"
"ENSG00000271913","105378083"
"ENSG00000199266","677837"
"ENSG00000184967","79050"
"ENSG00000135334","55122"
"ENSG00000148773","4288"
"ENSG00000206932","106478914"
"ENSG00000207357","103625684"
"ENSG00000207507","101954271"
"ENSG00000272055","26826"
"ENSG00000172673","387357"
"ENSG00000182141","7562"
"ENSG00000275126","8368"
"ENSG00000207523","26782"
"ENSG00000059804","6515"
"ENSG00000173218","81839"
"ENSG00000201448","109616970"
"ENSG00000255733","100885789"
"ENSG00000196588","57591"
"ENSG00000157456","9133"
"ENSG00000135914","3357"
"ENSG00000183813","1233"
"ENSG00000159905","7638"
"ENSG00000183386","2275"
"ENSG00000143228","83540"
"ENSG00000181026","64782"
"ENSG00000116138","23341"
"ENSG00000157110","11030"
"ENSG00000186265","151888"
"ENSG00000206612","677793"
"ENSG00000204592","3133"
"ENSG00000213366","2946"
"ENSG00000240207","100287290"
"ENSG00000136731","56886"
"ENSG00000150337","2209"
"ENSG00000220205","6844"
"ENSG00000167380","7769"
"ENSG00000252906","677679"
"ENSG00000122877","1959"
"ENSG00000063177","6141"
"ENSG00000149564","90952"
"ENSG00000184371","1435"
"ENSG00000254685","8790"
"ENSG00000175602","11007"
"ENSG00000149474","57325"
"ENSG00000120306","84418"
"ENSG00000185477","285513"
"ENSG00000201772","677796"
"ENSG00000153902","163175"
"ENSG00000201512","677839"
"ENSG00000180787","124961"
"ENSG00000213186","286827"
"ENSG00000173214","91749"
"ENSG00000221909","221786"
"ENSG00000132953","64328"
"ENSG00000187187","339327"
"ENSG00000169908","4071"
"ENSG00000091972","4345"
"ENSG00000201643","677801"
"ENSG00000083093","79728"
"ENSG00000088808","23368"
"ENSG00000196236","63929"
"ENSG00000202444","100873832"
"ENSG00000082898","7514"
"ENSG00000117616","57035"
"ENSG00000162191","51035"
"ENSG00000166987","114785"
"ENSG00000090020","6548"
"ENSG00000197044","126068"
"ENSG00000231119","101927377"
"ENSG00000145386","890"
"ENSG00000273703","8342"
"ENSG00000168056","4054"
"ENSG00000104946","79735"
"ENSG00000089159","5829"
"ENSG00000129173","79733"
"ENSG00000155393","55027"
"ENSG00000219200","440400"
"ENSG00000065413","91526"
"ENSG00000169607","150468"
"ENSG00000179583","4261"
"ENSG00000238961","677828"
"ENSG00000146122","23500"
"ENSG00000150459","10284"
"ENSG00000251322","85358"
"ENSG00000160791","1234"
"ENSG00000110108","79073"
"ENSG00000148303","6130"
"ENSG00000109445","27309"
"ENSG00000170027","7532"
"ENSG00000163535","151246"
"ENSG00000207118","85390"
"ENSG00000102393","2717"
"ENSG00000011304","5725"
"ENSG00000186272","7565"
"ENSG00000171320","157570"
"ENSG00000171735","23261"
"ENSG00000169379","200894"
"ENSG00000124203","128611"
"ENSG00000162616","11080"
"ENSG00000077152","29089"
"ENSG00000051825","10198"
"ENSG00000075292","27332"
"ENSG00000034152","5606"
"ENSG00000084093","5978"
"ENSG00000100055","27128"
"ENSG00000248483","134187"
"ENSG00000092853","63967"
"ENSG00000181541","10586"
"ENSG00000106261","7586"
"ENSG00000141258","9905"
"ENSG00000178035","3615"
"ENSG00000168229","5729"
"ENSG00000152270","5140"
"ENSG00000183598","653604"
"ENSG00000160789","4000"
"ENSG00000171490","26156"
"ENSG00000173083","10855"
"ENSG00000169019","54951"
"ENSG00000159176","1465"
"ENSG00000136160","1910"
"ENSG00000107338","6461"
"ENSG00000186818","11006"
"ENSG00000287736","100302522"
"ENSG00000116701","4688"
"ENSG00000099194","6319"
"ENSG00000207112","684959"
"ENSG00000284862","339829"
"ENSG00000186834","10614"
"ENSG00000197471","6693"
"ENSG00000251733","677776"
"ENSG00000163564","149628"
"ENSG00000124145","6385"
"ENSG00000130202","5819"
"ENSG00000198355","415116"
"ENSG00000075426","2355"
"ENSG00000152495","814"
"ENSG00000007080","115098"
"ENSG00000186047","220107"
"ENSG00000186047","103689915"
"ENSG00000177600","6181"
"ENSG00000087903","5990"
"ENSG00000115520","80219"
"ENSG00000106258","1577"
"ENSG00000167637","284349"
"ENSG00000278811","100289211"
"ENSG00000104442","55156"
"ENSG00000204435","1460"
"ENSG00000152795","9987"
"ENSG00000148331","140459"
"ENSG00000164109","4085"
"ENSG00000143315","93183"
"ENSG00000286042","80078"
"ENSG00000176208","79915"
"ENSG00000170312","983"
"ENSG00000086544","80271"
"ENSG00000257315","100381270"
"ENSG00000132185","84824"
"ENSG00000161960","1973"
"ENSG00000274290","8344"
"ENSG00000213799","91664"
"ENSG00000186019","100379224"
"ENSG00000145723","54826"
"ENSG00000201129","109617023"
"ENSG00000175054","545"
"ENSG00000125733","9322"
"ENSG00000171241","79801"
"ENSG00000197372","171392"
"ENSG00000247556","729082"
"ENSG00000006210","6376"
"ENSG00000148926","133"
"ENSG00000124635","8970"
"ENSG00000162618","64123"
"ENSG00000198805","4860"
"ENSG00000207493","677827"
"ENSG00000167996","2495"
"ENSG00000141522","396"
"ENSG00000271798","677831"
"ENSG00000150681","64407"
"ENSG00000121281","113"
"ENSG00000151208","9231"
"ENSG00000185650","677"
"ENSG00000141551","1453"
"ENSG00000172171","79736"
"ENSG00000124610","3024"
"ENSG00000109674","55247"
"ENSG00000282961","101867536"
"ENSG00000252213","109616975"
"ENSG00000166979","59271"
"ENSG00000186638","347240"
"ENSG00000104825","4793"
"ENSG00000083896","91746"
"ENSG00000197863","388536"
"ENSG00000090889","24137"
"ENSG00000173846","1263"
"ENSG00000117091","962"
"ENSG00000031698","6301"
"ENSG00000185905","283897"
"ENSG00000004864","10165"
"ENSG00000251898","677780"
"ENSG00000129244","482"
"ENSG00000207279","100033435"
"ENSG00000105270","25999"
"ENSG00000251442","101928893"
"ENSG00000072110","87"
"ENSG00000189233","389643"
"ENSG00000169594","646"
"ENSG00000225572","100506413"
"ENSG00000130176","1264"
"ENSG00000132793","64900"
"ENSG00000118503","7128"
"ENSG00000207263","100033428"
"ENSG00000198521","7594"
"ENSG00000181722","26137"
"ENSG00000174125","7096"
"ENSG00000207093","100033420"
"ENSG00000236790","339788"
"ENSG00000236790","339789"
"ENSG00000236790","101929567"
"ENSG00000279078","27099"
"ENSG00000065328","55388"
"ENSG00000004468","952"
"ENSG00000157554","2078"
"ENSG00000128422","3872"
"ENSG00000228363","105374845"
"ENSG00000166265","116159"
"ENSG00000142534","6205"
"ENSG00000232729","101926943"
"ENSG00000117215","26279"
"ENSG00000196865","374354"
"ENSG00000104972","10859"
"ENSG00000141736","2064"
"ENSG00000212607","677826"
"ENSG00000187800","375033"
"ENSG00000254166","103164619"
"ENSG00000129911","83855"
"ENSG00000068784","55133"
"ENSG00000004777","115703"
"ENSG00000181544","2187"
"ENSG00000204832","100128098"
"ENSG00000261366","101927288"
"ENSG00000139291","55266"
"ENSG00000109846","1410"
"ENSG00000162444","116362"
"ENSG00000185900","84197"
"ENSG00000104635","23516"
"ENSG00000204301","4855"
"ENSG00000187837","3006"
"ENSG00000178922","81888"
"ENSG00000197329","57162"
"ENSG00000099622","1153"
"ENSG00000240498","100048912"
"ENSG00000110934","51411"
"ENSG00000107815","56652"
"ENSG00000039523","79567"
"ENSG00000216937","79741"
"ENSG00000153531","113622"
"ENSG00000121621","81930"
"ENSG00000180855","10224"
"ENSG00000242076","28933"
"ENSG00000170525","5209"
"ENSG00000137285","347733"
"ENSG00000197134","113835"
"ENSG00000167658","1938"
"ENSG00000007314","6329"
"ENSG00000140691","79798"
"ENSG00000115392","55120"
"ENSG00000238363","654322"
"ENSG00000110076","9379"
"ENSG00000141753","3487"
"ENSG00000164187","92255"
"ENSG00000160856","115352"
"ENSG00000080839","5933"
"ENSG00000214193","79729"
"ENSG00000079263","11262"
"ENSG00000198026","63925"
"ENSG00000196418","7678"
"ENSG00000166825","290"
"ENSG00000175322","162655"
"ENSG00000164949","2669"
"ENSG00000143476","51514"
"ENSG00000199436","692053"
"ENSG00000121207","9227"
"ENSG00000236581","100874241"
"ENSG00000160408","30815"
"ENSG00000116604","4209"
"ENSG00000128563","79706"
"ENSG00000186642","5138"
"ENSG00000011426","54443"
"ENSG00000171992","11346"
"ENSG00000175538","10008"
"ENSG00000049167","1161"
"ENSG00000158714","56833"
"ENSG00000175467","9092"
"ENSG00000087586","6790"
"ENSG00000141543","9775"
"ENSG00000160633","6294"
"ENSG00000168209","54541"
"ENSG00000149532","79869"
"ENSG00000072571","3161"
"ENSG00000156858","78994"
"ENSG00000269821","10984"
"ENSG00000010671","695"
"ENSG00000166401","5271"
"ENSG00000148840","23082"
"ENSG00000246477","101929290"
"ENSG00000257354","120766144"
"ENSG00000204623","80862"
"ENSG00000105696","25789"
"ENSG00000163492","285025"
"ENSG00000135063","9413"
"ENSG00000143337","26092"
"ENSG00000166860","9880"
"ENSG00000110011","3338"
"ENSG00000136630","3142"
"ENSG00000162889","9261"
"ENSG00000132436","63979"
"ENSG00000120129","1843"
"ENSG00000081181","384"
"ENSG00000129003","54832"
"ENSG00000164615","819"
"ENSG00000174501","400986"
"ENSG00000179134","55095"
"ENSG00000138778","1062"
"ENSG00000166266","8065"
"ENSG00000175203","10540"
"ENSG00000197057","401124"
"ENSG00000259165","319099"
